,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly),WEST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly),EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly),Site:Environmental Impact Electricity CO Emissions Mass [kg](Hourly),CH4:Facility [kg](Hourly),PM2.5:Facility [kg](Hourly),SO2:Facility [kg](Hourly),NOx:Facility [kg](Hourly),Reward
43, 01/02  20:00:00,11.7,100578.54130156685,16.621211409512277,21.15278577132981,22.57076293614904,14.0,14.0,6.2389130330022144,6.475,0.0152297797421159,0.0005064009664912,0.0041776021295103,0.3134662601023683,0.1487265752708729,-0.5200519871574267
44, 01/02  21:00:00,10.0,100499.1905505452,16.608098218655,21.126158256510998,22.538658341391244,14.0,14.0,6.2389130330022144,6.475,0.0152177643117389,0.0005060014449184,0.004174306238934,0.3132189530442505,0.1486092384583491,-0.5485609342219959
45, 01/02  22:00:00,8.9,100438.87377534168,16.598130507260265,21.07908886040684,22.486645978508257,14.0,14.0,6.2389130330022144,6.475,0.01520863103948,0.000505697757145,0.0041718009382479,0.3130309678766412,0.1485200473914345,-0.595789427653999
46, 01/02  23:00:00,9.4,100385.52316102278,16.589313996024902,21.054468138098198,22.46052998847537,14.0,14.0,6.2389130330022144,6.475,0.0152005525955628,0.0005054291431613,0.0041695849820697,0.3128646936661755,0.1484411572618545,-0.6193168508331527
47, 01/03  00:00:00,8.9,100348.9685439383,16.58327312477451,21.03845672630128,22.44428321066913,14.0,14.0,6.2389130330022144,6.475,0.0151950174311077,0.0005052450950216,0.0041680666597298,0.3127507663914441,0.1483871035547818,-0.6340062876514486
48, 01/03  01:00:00,9.4,68546.62354521235,11.327743538625748,18.8422415455376,20.25323447159087,14.0,14.0,6.2389130330022144,6.475,0.0103794503792734,0.0003451240787926,0.0028471333625193,0.2136345730143127,0.1013606325398397,-1.36842210132381
49, 01/03  02:00:00,10.0,68214.14246752966,11.27279903246854,18.774737123245508,20.176740589763547,14.0,14.0,6.2389130330022144,6.475,0.010329105509324,0.0003434500761982,0.0028333235215714,0.2125983519812048,0.1008689891794747,-1.3824870596013263
50, 01/03  03:00:00,12.2,68108.5051590998,11.255341829237889,18.739817999431637,20.13951662283693,14.0,14.0,6.2389130330022144,6.475,0.0103131097221599,0.0003429182049422,0.0028289357999069,0.2122691194076134,0.1007127821506165,-1.389328155119559
51, 01/03  04:00:00,13.9,68289.71417965015,11.285287714323328,18.74538346508344,20.14787134558582,14.0,14.0,6.2389130330022144,6.475,0.0103405487109795,0.0003438305707606,0.0028364624470459,0.2128338811672657,0.1009807378863618,-1.3970059747769583
52, 01/03  05:00:00,12.8,68025.6990847236,11.241657625327312,18.737605453135615,20.139271264502987,14.0,14.0,6.2389130330022144,6.475,0.0103005710806392,0.0003425012862282,0.0028254963899873,0.2120110433795406,0.1005903359141308,-1.388961201461982
