,Unnamed: 0_our,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep)_our,Whole Building:Facility Total Electricity Demand Rate [W](Hourly)_our,Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly)_our,WEST ZONE:Zone Air Temperature [C](TimeStep)_our,EAST ZONE:Zone Air Temperature [C](TimeStep)_our,WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_our,EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_our,WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_our,EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_our,Unnamed: 0_easy,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep)_easy,Whole Building:Facility Total Electricity Demand Rate [W](Hourly)_easy,Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly)_easy,WEST ZONE:Zone Air Temperature [C](TimeStep)_easy,EAST ZONE:Zone Air Temperature [C](TimeStep)_easy,WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_easy,EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep)_easy,WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_easy,EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)_easy
4760,4760, 07/18  09:00:00,12.9,138148.4899,22.82987233,24.42118988,26.8615363,14.716883,14.31741,6.220458025,5.90178125,4760,12.9,161661.394,26.71552174,39.24080894,41.10730113,17.219216,16.478884,3.0916725,2.962783
4761,4761, 07/18  10:00:00,13.3,132787.2036,21.94388738,24.84542246,23.24499373,14.715316,15.928883,6.238913033,6.375875,4761,13.3,160922.2256,26.5933697,39.22911661,41.13734661,17.217056,16.469495,3.01242625,2.88237025
4762,4762, 07/18  11:00:00,14.4,136252.7367,22.51658766,23.09902258,26.87986398,11.752293,18.650949,5.777630767,6.2211045,4762,14.4,166842.1523,27.57167334,39.45070544,41.3725142,17.142057,16.367548,3.005836,2.8706635
4763,4763, 07/18  12:00:00,15.6,151349.8078,25.01146983,24.052089,27.05462813,21.397229,10,5.762286517,5.7836875,4763,15.6,166649.9101,27.53990415,39.56768315,41.50482719,17.075672,16.305309,2.99165475,2.857287
4764,4764, 07/18  13:00:00,16.7,148629.2347,24.5618787,23.76777421,23.97824853,16.475099,11.900635,5.436492258,5.97344275,4764,16.7,170326.4219,28.14746994,39.57315608,41.54908893,17.07545,16.288295,2.9880565,2.851364
4765,4765, 07/18  14:00:00,16.5,152200.9656,25.15212881,23.54001217,24.30258811,10.100976,13.917357,5.823197767,5.85077825,4765,16.5,171483.7694,28.3387286,39.63030655,41.6032892,17.051216,16.260635,2.98565025,2.84717875
4766,4766, 07/18  15:00:00,16.3,148071.968,24.46978701,25.98871659,23.21955842,16.235743,10,6.135955017,5.896216,4766,16.3,171399.5913,28.32481766,39.64321176,41.62540103,17.043858,16.252474,2.98297,2.84476375
4767,4767, 07/18  16:00:00,16.1,145416.4712,24.03095013,22.87261748,24.41772215,11.069272,16.849803,5.960904025,6.4889265,4767,16.1,171371.8672,28.32023608,39.65277865,41.63067286,17.037922,16.245517,2.98199625,2.8432125
4768,4768, 07/18  17:00:00,15.5,143116.1276,23.65080446,23.97792074,24.63583977,18.054954,10,5.610480267,5.99212775,4768,15.5,157548.1133,26.03577725,39.62742378,41.60715329,17.046266,16.255294,2.98241925,2.84405475
4769,4769, 07/18  18:00:00,15,139546.9918,23.06098321,30.20184028,24.85157154,24.267369,13.150769,5.476750517,6.065652,4769,15,154092.004,25.46463433,39.53719517,41.51365648,17.077846,16.285936,2.9861335,2.847491
4770,4770, 07/18  19:00:00,14.4,129198.2382,21.35078917,25.91958003,25.92819073,12.163159,17.266464,6.238913033,6.2601385,4770,14.4,134679.5464,22.25660846,36.80714775,38.67910421,18.125809,17.373361,3.105198,2.97245025
4771,4771, 07/18  20:00:00,14,113770.1941,18.80121171,23.02068422,22.35809528,18.17907,16.389769,5.475136758,6.5934295,4771,14,143505.2312,23.71510617,37.05600944,38.8360783,18.106526,17.387352,3.177548,3.04945375
4772,4772, 07/18  21:00:00,13.7,127459.9226,21.06352202,26.2911712,22.91041218,21.991536,10,5.516134275,5.86284175,4772,13.7,141199.1488,23.33401213,36.91943255,38.70545844,18.108453,17.404086,3.16487275,3.04156175
4773,4773, 07/18  22:00:00,13.3,117321.4464,19.38807759,24.84419126,21.65233037,15.223863,15.105098,5.633571267,6.4111965,4773,13.3,140990.1708,23.29947726,36.88929643,38.6923947,18.150279,17.425526,3.17551975,3.0492345
4774,4774, 07/18  23:00:00,13.1,111296.4316,18.39240751,23.42148496,26.81823557,18.599029,20.570038,5.619648525,5.829099,4774,13.1,144118.6836,23.8164829,36.88297857,38.66547317,18.141122,17.429074,3.174633,3.049351
4775,4775, 07/19  00:00:00,13,120271.4855,19.87558938,24.23740683,24.4705857,16.078448,15.967931,6.174338275,5.81708525,4775,13,138206.6826,22.83948902,36.83682018,38.63218372,18.162949,17.445013,3.17721525,3.051974
4776,4776, 07/19  01:00:00,12.8,85012.9936,14.04891064,24.23642795,23.51614754,15.709152,16.550048,5.078246758,5.77285575,4776,12.8,109168.041,18.04067811,33.38798098,35.0841984,19.533186,18.854032,3.33776525,3.21905225
4777,4777, 07/19  02:00:00,12.8,84086.10406,13.89573655,22.62906621,24.46082036,20.447028,18.257519,5.106118767,6.268327,4777,12.8,119296.3192,19.71443726,33.7179647,35.29230653,19.421599,18.780747,3.41087775,3.29584
4778,4778, 07/19  03:00:00,12.8,88295.91928,14.59143394,22.2656509,21.57950883,16.627102,17.670543,5.200184008,6.1769915,4778,12.8,113559.4816,18.76639019,33.45568988,35.08199717,19.49765,18.85848,3.4039725,3.294026
4779,4779, 07/19  04:00:00,12.8,91184.12304,15.06872705,20.13268643,21.97985783,14.58619,19.065328,6.221975275,6.1908615,4779,12.8,122433.5171,20.23287815,33.4960247,35.10524898,19.507371,18.856943,3.4153065,3.30099875
4780,4780, 07/19  05:00:00,12.8,92751.43521,15.32773485,22.70420111,23.9123716,22.070567,13.503997,5.726146258,5.53243875,4780,12.8,113757.2683,18.79907564,33.43826123,35.04846428,19.516802,18.876367,3.41375625,3.3017415
4781,4781, 07/19  06:00:00,12.8,92282.64359,15.25026421,27.81414648,24.13195951,19.428959,16.702513,5.3119635,5.20819175,4781,12.8,119609.9314,19.76626357,33.43186211,35.0483369,19.528793,18.880861,3.41741575,3.3042165
4782,4782, 07/19  07:00:00,12.8,115932.8019,19.1585957,20.32162093,21.14543629,10.422983,13.432007,5.867684775,6.17374325,4782,12.8,140895.0004,23.28374978,36.04777944,37.76361344,18.454319,17.77179,3.29095025,3.171907
4783,4783, 07/19  08:00:00,13.9,110915.5827,18.32946994,22.49436076,22.70208163,15.217918,12.020574,6.122521017,6.4556515,4783,13.9,140043.346,23.14300875,36.02415955,37.79583354,18.510133,17.806383,3.23863275,3.11723525
4784,4784, 07/19  09:00:00,15,130268.7967,21.52770543,25.51490134,24.14160634,14.907177,18.436997,5.784502517,6.38584225,4784,15,161692.9822,26.72074187,39.16113031,41.05340957,17.257622,16.507598,3.0972885,2.96688875
4785,4785, 07/19  10:00:00,16.1,147565.6856,24.38612079,25.48533649,24.83134572,18.524567,10.795876,5.826315275,5.763919,4785,16.1,165178.5108,27.29674654,39.29288676,41.22808526,17.207266,16.449502,3.014535,2.88263075
4786,4786, 07/19  11:00:00,16.7,148454.0334,24.53292563,26.24979561,24.29055104,12.330412,14.646052,5.955311025,6.195151,4786,16.7,171874.416,28.4032853,39.59606632,41.53548294,17.082012,16.300694,2.997983,2.8612725
4787,4787, 07/19  12:00:00,17.2,154350.1989,25.50730259,25.65750276,22.21424411,10.590266,13.226381,5.650412017,5.990333,4787,17.2,171744.8124,28.38186753,39.67611081,41.65548256,17.027068,16.251425,2.98266175,2.847098
4788,4788, 07/19  13:00:00,17.8,145076.286,23.97473247,23.63667153,32.32782637,12.327633,21.397958,5.855695275,5.634256,4788,17.8,171708.9216,28.37593635,39.71926685,41.75211087,17.019675,16.20551,2.9797125,2.838611
4789,4789, 07/19  14:00:00,17.6,153829.8097,25.42130513,24.48284378,28.34607068,17.412898,13.820095,5.906761767,6.58622775,4789,17.6,171621.7336,28.36152801,39.72253039,41.77357102,17.009792,16.191946,2.9767265,2.83414125
4790,4790, 07/19  15:00:00,17.4,152678.6109,25.23106257,24.97847301,24.87952618,12.316424,14.87392,5.728741008,6.2426265,4790,17.4,171611.7226,28.35987364,39.72033942,41.77658143,17.010658,16.187819,2.9768805,2.833028
4791,4791, 07/19  16:00:00,17.2,149985.2079,24.78596146,23.56449053,25.09917862,18.023692,13.668634,6.146062525,6.264627,4791,17.2,171619.7829,28.36120565,39.70011413,41.74950297,17.016751,16.196247,2.977457,2.83368725
4792,4792, 07/19  17:00:00,16.7,149598.4438,24.72204635,26.76272127,26.30242621,18.061652,19.186392,6.234389525,6.214879,4792,16.7,171526.8526,28.34584835,39.67145038,41.70561082,17.028936,16.212643,2.97930425,2.83611225
4793,4793, 07/19  18:00:00,16.1,153402.3023,25.35065695,23.04187558,27.27230415,12.536111,16.461443,6.238913033,6.1330205,4793,16.1,170837.4076,28.23191341,39.57279689,41.58837352,17.062292,16.255768,2.9831885,2.84147325
4794,4794, 07/19  19:00:00,15.6,117498.4324,19.4173256,23.74455087,24.9944098,18.430955,10,5.267858767,6.23331825,4794,15.6,137561.8083,22.73291965,36.83947214,38.71232178,18.112947,17.35663,3.102867,2.968258
4795,4795, 07/19  20:00:00,14.8,120517.6089,19.91626275,25.10525394,26.56063587,10.409277,17.259851,5.359693758,5.99480925,4795,14.8,143459.9507,23.70762329,37.08806128,38.86176309,18.0934,17.377004,3.175264,3.0474905
4796,4796, 07/19  21:00:00,14.1,120518.7826,19.91645672,25.06581409,23.68810965,16.488567,10.496252,5.378512258,6.12472475,4796,14.1,141177.5674,23.33044568,36.94736647,38.7189523,18.097002,17.397182,3.16275,3.0400125
4797,4797, 07/19  22:00:00,13.3,117756.623,19.45999316,24.56879443,23.60745875,11.529977,14.853891,5.537516267,6.58014725,4797,13.3,140974.6261,23.2969084,36.90970386,38.69232777,18.140917,17.42417,3.173699,3.0486495
4798,4798, 07/19  23:00:00,13.1,112977.9138,18.6702826,21.59344152,25.54561468,16.472089,15.234178,5.691426017,6.50284575,4798,13.1,141192.676,23.33294246,36.90231265,38.66517838,18.133952,17.429488,3.17333825,3.0494375
4799,4799, 07/20  00:00:00,13,114821.7866,18.97499372,21.91284927,22.25141068,11.016691,13.619883,5.474871017,6.4061625,4799,13,138217.5445,22.84128401,36.86075552,38.63463527,18.153538,17.444254,3.17570125,3.0519145
4800,4800, 07/20  01:00:00,12.8,84173.79991,13.91022882,22.99709367,25.29396111,16.064627,14.515067,6.083844275,5.71459725,4800,12.8,109165.2827,18.04022229,33.40849134,35.09109305,19.525574,18.85203,3.3362545,3.21877425
4801,4801, 07/20  02:00:00,12.6,84029.47435,13.88637815,23.31308805,22.01552033,19.625373,12.955658,5.793335017,5.81352175,4801,12.6,119291.3777,19.71362064,33.74131764,35.29920715,19.41193,18.777502,3.40929225,3.295282
4802,4802, 07/20  03:00:00,12.4,89339.68651,14.76392278,23.53324708,19.46407311,15.34647,14.06951,5.610118025,5.36526025,4802,12.4,113547.3913,18.7643922,33.47213971,35.08487314,19.490573,18.857102,3.40253575,3.29367325
4803,4803, 07/20  04:00:00,12.2,82556.65679,13.64298615,20.46521612,22.22550386,16.070214,15.633657,5.410650275,5.538836,4803,12.2,122427.9192,20.23195307,33.50980813,35.10585256,19.501539,18.856417,3.4142235,3.300849
4804,4804, 07/20  05:00:00,12.8,84976.73587,14.04291883,28.92975078,22.30575858,23.766665,17.60781,4.863318258,6.18705725,4804,12.8,113756.6376,18.79897142,33.45335887,35.05182216,19.511027,18.875438,3.41278475,3.3016565
4805,4805, 07/20  06:00:00,13.3,99332.39781,16.41527867,27.28712783,22.04636118,15.488731,16.126688,5.945444775,6.7072255,4805,13.3,113750.1503,18.79789935,33.44048256,35.04592411,19.524585,18.881178,3.416496,3.3041025
4806,4806, 07/20  07:00:00,13.9,108044.6368,17.85502879,23.23831582,25.21285875,13.859895,16.802596,5.898513775,6.36967125,4806,13.9,140897.7773,23.28420868,36.05655731,37.76033966,18.450837,17.773277,3.290363,3.172151
4807,4807, 07/20  08:00:00,14.8,115263.4419,19.04797992,23.00077929,27.11528207,13.062916,17.536797,6.121599275,5.7940865,4807,14.8,140048.0898,23.14379268,36.05590172,37.81968197,18.503665,17.803733,3.237883,3.117252
4808,4808, 07/20  09:00:00,15.8,145273.365,24.00730097,25.14519973,25.23732236,18.810463,11.474834,5.361987767,6.39833775,4808,15.8,160121.5098,26.46104657,39.26860794,41.15694237,17.219006,16.471158,3.09276725,2.96283275
4809,4809, 07/20  10:00:00,16.7,144747.1633,23.92034295,25.43327117,23.96981589,13.968537,14.883154,5.995170008,5.59180525,4809,16.7,169422.5836,27.99810519,39.29960714,41.27183832,17.203934,16.425048,3.01119175,2.8767705
4810,4810, 07/20  11:00:00,17.4,150772.475,24.91606211,22.65711416,29.87031631,11.227196,18.614239,5.734918258,5.83716075,4810,17.4,171418.3258,28.32791364,39.50046987,41.48471841,17.102968,16.315771,2.99919675,2.861083
4811,4811, 07/20  12:00:00,18.2,164042.2839,27.10897817,25.7193515,26.94565514,15.81009,10,5.667731008,5.744084,4811,18.2,171422.496,28.32860279,39.54133846,41.59095134,17.09358,16.277503,2.992239,2.85123225
4812,4812, 07/20  13:00:00,18.9,146236.5908,24.16647985,23.75999753,21.2697949,12.574002,11.83641,5.761756767,6.17948425,4812,18.9,171657.8575,28.36749771,39.61152802,41.69695322,17.05796,16.227742,2.98715,2.84279725
4813,4813, 07/20  14:00:00,18.7,148698.8069,24.57337593,24.65563844,20.02004503,17.989862,10.26677,5.740512017,5.60585375,4813,18.7,171608.4874,28.359339,39.60731244,41.71955913,17.056483,16.212853,2.98473525,2.837869
4814,4814, 07/20  15:00:00,18.5,152696.4425,25.23400936,25.61861268,26.07957216,10.214317,16.7636,5.971392275,5.6979295,4814,18.5,171549.5832,28.34960472,39.59994786,41.71223533,17.059053,16.213746,2.985141,2.8372245
4815,4815, 07/20  16:00:00,18.3,154994.2341,25.6137333,21.005589,28.82058663,13.172005,16.505423,5.681359517,5.784062,4815,18.3,171513.5072,28.34364295,39.58561463,41.68714053,17.063561,16.221686,2.985789,2.83817325
4816,4816, 07/20  17:00:00,17.4,156971.9594,25.94056435,24.96729476,24.37500073,18.67359,11.945843,5.625084267,6.759251,4816,17.4,171334.7556,28.31410317,39.5702629,41.64955245,17.071324,16.235801,2.98703225,2.84032275
4817,4817, 07/20  18:00:00,16.5,150363.6934,24.84850848,25.13333228,21.29228609,13.895597,12.975317,5.976831775,5.94110475,4817,16.5,171080.5904,28.27210084,39.56286063,41.59050044,17.073266,16.256949,2.9876635,2.84344275
4818,4818, 07/20  19:00:00,15.6,118193.7357,19.53222868,22.84991578,29.59192239,14.986176,22.79817,5.442340775,5.84756375,4818,15.6,142815.8639,23.60118406,36.83195421,38.71454955,18.116178,17.355811,3.10336325,2.96813975
4819,4819, 07/20  20:00:00,15,131860.7456,21.7907846,22.71025712,22.46790438,15.343555,12.449683,5.978633267,6.666084,4819,15,143476.2149,23.71031105,37.10200148,38.89776857,18.090162,17.364734,3.17530475,3.04641525
4820,4820, 07/20  21:00:00,14.5,116164.2928,19.19685097,25.17472866,25.96067899,14.911797,14.904506,5.757789258,5.6679885,4820,14.5,141161.6574,23.32781646,36.97370413,38.75610847,18.087318,17.383247,3.16137625,3.037545
4821,4821, 07/20  22:00:00,13.9,113581.9267,18.77009939,22.44031726,20.45565756,19.451014,10,5.876201025,6.51380675,4821,13.9,140944.6237,23.29195033,36.94743907,38.74309707,18.127099,17.404972,3.1715825,3.04567275
4822,4822, 07/20  23:00:00,13.3,118809.6355,19.63400984,23.85512304,30.23558244,14.217353,21.368067,5.741772517,5.98340025,4822,13.3,141145.1735,23.3250924,36.93435437,38.70442075,18.1197,17.412238,3.1707025,3.0460845
4823,4823, 07/21  00:00:00,12.8,123552.4033,20.41778085,26.02215895,23.15650978,19.286103,11.067569,5.458753008,6.1882205,4823,12.8,138166.4576,22.83284159,36.88017392,38.66147415,18.144658,17.432298,3.173817,3.04950925
4824,4824, 07/21  01:00:00,12.2,83055.48034,13.72541975,24.56995527,24.68075986,17.416476,21.60207,5.419992017,6.13366075,4824,12.2,109142.7414,18.0364972,33.40773702,35.09410676,19.523338,18.848031,3.33537675,3.2174905
4825,4825, 07/21  02:00:00,12.6,91874.94015,15.18288875,22.12003314,24.5547057,12.841361,18.256294,6.037064017,5.85088975,4825,12.6,119282.2865,19.71211827,33.73765994,35.29965456,19.41429,18.77838,3.4096245,3.29536375
4826,4826, 07/21  03:00:00,12.9,92890.4171,15.35070245,22.89445702,21.06804144,20.907744,10,5.632906017,5.96986225,4826,12.9,113563.1775,18.76700097,33.47038148,35.08604134,19.490805,18.856038,3.40264325,3.2935145
4827,4827, 07/21  04:00:00,13.3,89130.50633,14.72935449,27.16440163,20.98538239,16.991501,16.328489,5.790938267,6.635939,4827,13.3,119500.3101,19.74814799,33.50545851,35.10492412,19.503377,18.85706,3.414464,3.30089075
4828,4828, 07/21  05:00:00,13.7,89091.12567,14.7228466,24.42562796,21.96563907,17.661958,16.417093,5.855109017,6.0000605,4828,13.7,113764.0481,18.80019604,33.46049705,35.06168295,19.509326,18.872547,3.41281375,3.3014545
4829,4829, 07/21  06:00:00,14,91390.66594,15.10285952,23.91366118,24.70067349,17.193201,17.217672,5.809940008,5.37819325,4829,14,119603.0855,19.76513224,33.46853348,35.07760868,19.516501,18.871666,3.41558925,3.30298475
4830,4830, 07/21  07:00:00,14.4,115146.3008,19.02862165,25.0649487,23.54371388,13.099376,15.302822,5.323891008,6.13241875,4830,14.4,140847.9157,23.27596873,36.120996,37.83067175,18.426506,17.746753,3.2872015,3.1686715
4831,4831, 07/21  08:00:00,14.8,113634.8076,18.77883827,23.97584667,23.00164624,20.706788,12.454683,5.840407267,6.23041025,4831,14.8,139954.4785,23.12832285,36.11726,37.89007152,18.477867,17.775344,3.23333575,3.1123235
4832,4832, 07/21  09:00:00,15.2,145467.6125,24.03940153,21.72358961,24.08280983,10.264369,13.447182,4.70440625,6.28663875,4832,15.2,161565.4179,26.69966111,39.32817789,41.23642293,17.194941,16.440593,3.08846375,2.957651
4833,4833, 07/21  10:00:00,15.6,136698.909,22.59032032,24.24681863,25.63880636,17.905625,11.522565,6.080174258,6.37751375,4833,15.6,163154.5408,26.96227327,39.35191531,41.35160794,17.182342,16.392237,3.00719725,2.87104
4834,4834, 07/21  11:00:00,16.3,137550.0841,22.73098215,29.86546782,24.10485657,17.067573,16.453232,5.465462258,6.20628425,4834,16.3,168799.7575,27.89517941,39.59916236,41.59394326,17.075635,16.276097,2.99523975,2.8548905
4835,4835, 07/21  12:00:00,17.1,153927.1917,25.4373981,21.88917655,27.61130941,10,16.25689,5.710613267,5.275418,4835,17.1,171173.3575,28.28743115,39.65426269,41.72670015,17.042416,16.222858,2.9837765,2.84253275
4836,4836, 07/21  13:00:00,17.8,151215.8127,24.98932635,23.71307341,22.00305289,16.687044,10,5.35251475,5.55702525,4836,17.8,171220.9782,28.29530076,39.70658343,41.82180675,17.022293,16.178582,2.98034875,2.83378875
4837,4837, 07/21  14:00:00,17.6,146025.2607,24.13155628,23.18131032,22.53163131,10.993061,14.578471,5.292390767,6.436872,4837,17.6,171202.5743,28.29225941,39.72965217,41.86948352,17.009494,16.155312,2.9772635,2.8284885
4838,4838, 07/21  15:00:00,17.4,150501.3723,24.87126075,24.11897549,26.96427997,18.016382,13.138337,5.803900017,6.7617245,4838,17.4,171113.1183,28.27747627,39.73449589,41.87567181,17.00586,16.148852,2.97618525,2.82625825
4839,4839, 07/21  16:00:00,17.2,150236.9111,24.82755694,23.19591711,22.24394914,10,14.345063,5.491358267,6.34262775,4839,17.2,171052.7761,28.26750435,39.71814767,41.84643778,17.01009,16.157212,2.976379,2.82678775
4840,4840, 07/21  17:00:00,16.5,142415.8751,23.5350835,25.02363257,25.01715386,18.495771,15.287274,5.545578758,5.504828,4840,16.5,170916.078,28.24491416,39.68312985,41.78784262,17.022698,16.177712,2.97808125,2.829614
4841,4841, 07/21  18:00:00,15.7,143227.3662,23.66918731,23.43083856,22.41177373,13.22869,10.806746,6.238913033,5.99169425,4841,15.7,165315.1236,27.31932263,39.62745144,41.70013828,17.042261,16.210126,2.98098325,2.834506
4842,4842, 07/21  19:00:00,15,116372.6043,19.23127571,22.87506082,24.53156557,15.241832,16.670512,5.839664267,6.11239275,4842,15,134536.8074,22.23301998,36.86039795,38.78859256,18.10207,17.322938,3.09998725,2.96146725
4843,4843, 07/21  20:00:00,14.4,129631.9389,21.42246084,24.3836318,24.8102071,16.946571,10,5.809333525,6.387396,4843,14.4,143384.4634,23.69514857,37.11765514,38.93170262,18.083711,17.349952,3.17381875,3.04257975
4844,4844, 07/21  21:00:00,13.9,116897.4328,19.31800679,27.73427289,25.61957154,16.991278,17.497112,5.692983508,6.70637825,4844,13.9,141139.0552,23.3240813,36.98533119,38.78850878,18.081595,17.368424,3.16030075,3.0349805
4845,4845, 07/21  22:00:00,13.3,112894.6416,18.65652137,25.64846857,21.84219564,16.976768,14.018091,5.570431025,6.253878,4845,13.3,137986.3298,22.80307438,36.946135,38.75311812,18.126743,17.399579,3.171149,3.044082
4846,4846, 07/21  23:00:00,13.1,116792.7296,19.30070396,24.2203405,26.53514549,16.444534,12.878054,6.192802025,4.803841,4846,13.1,141144.0862,23.32491271,36.933871,38.71582385,18.120195,17.407501,3.17081725,3.04534225
4847,4847, 07/22  00:00:00,13,117870.7011,19.47884525,24.06187411,22.37967231,16.436906,10,6.069269525,6.374179,4847,13,138171.9468,22.83374872,36.87775524,38.66604709,18.145134,17.429692,3.17385525,3.04886625
4848,4848, 07/22  01:00:00,12.8,84994.74458,14.04589488,24.01236432,26.09138946,14.973833,23.431254,6.197409025,5.44042125,4848,12.8,109153.2121,18.03822754,33.39938525,35.09068803,19.526091,18.848522,3.33573,3.21740975
4849,4849, 07/22  02:00:00,12.2,94738.08882,15.65604136,22.90807703,24.23754395,22.286982,13.389546,5.546894517,5.77772975,4849,12.2,119296.0809,19.71439788,33.72848499,35.29339203,19.418018,18.780872,3.4102625,3.29572775
4850,4850, 07/22  03:00:00,11.7,89188.26163,14.7388989,22.57511466,21.69577145,14.706576,16.836038,6.028462017,6.10479375,4850,11.7,113586.1992,18.77080544,33.46088389,35.07859248,19.494616,18.858879,3.403294,3.29397275
4851,4851, 07/22  04:00:00,11.1,89735.52739,14.82933787,21.03622282,25.30601122,15.327668,19.641559,5.639352767,5.20743575,4851,11.1,119522.9491,19.75188922,33.49664018,35.09713079,19.506904,18.860119,3.4151055,3.3014225
4852,4852, 07/22  05:00:00,12,93570.7211,15.4631268,22.322119,23.63977918,19.813399,14.030009,5.800918017,5.96415675,4852,12,113784.6601,18.8036023,33.4318184,35.03200377,19.518172,18.881554,3.413831,3.302446
4853,4853, 07/22  06:00:00,13,90186.56756,14.90387498,20.73880857,17.63399728,19.644558,10,5.788349017,5.65418425,4853,13,119642.2128,19.77159826,33.46282671,35.07246486,19.52534,18.880728,3.417564,3.305029
4854,4854, 07/22  07:00:00,13.9,112135.6886,18.53109981,27.14528862,22.87693704,17.772763,18.501851,6.238913033,5.5504375,4854,13.9,140861.1015,23.27814778,36.22349562,37.94177797,18.398054,17.71593,3.2849935,3.1662295
4855,4855, 07/22  08:00:00,15.4,121740.0778,20.11828312,26.46250008,23.85872445,15.946288,20.670375,5.956681517,5.7013435,4855,15.4,136805.0289,22.60785729,36.32250681,38.10713782,18.40167,17.694971,3.22292625,3.10136225
4856,4856, 07/22  09:00:00,16.8,150221.5666,24.82502117,21.94362947,27.62279148,11.488276,19.571312,6.177147775,6.06888675,4856,16.8,169600.1842,28.02745477,39.58089043,41.52067211,17.0974,16.333017,3.07259125,2.94066275
4857,4857, 07/22  10:00:00,18.3,158570.339,26.20470623,25.87621174,23.82920609,18.757409,10,5.642590758,5.6644855,4857,18.3,171782.9399,28.38816833,39.64622713,41.70458527,17.068427,16.25338,2.988078,2.8487215
4858,4858, 07/22  11:00:00,20.3,157950.7466,26.10231484,24.0028146,23.86518803,10,14.200625,5.758070517,5.7837915,4858,20.3,172417.9517,28.49310786,39.82140749,41.96823723,16.978725,16.129422,2.976105,2.82980775
4859,4859, 07/22  12:00:00,22.4,157683.125,26.05808876,23.63430404,27.30469531,10.198698,13.976296,5.999911767,5.90364675,4859,22.4,173655.9547,28.69769534,39.88742601,42.11316991,16.952617,16.068494,2.968404,2.815846
4860,4860, 07/22  13:00:00,24.4,154931.9782,25.60344514,28.07776596,23.58551855,19.223546,11.475942,5.328536767,5.92289525,4860,24.4,179647.8328,29.68788938,39.96483049,42.20980885,16.924104,16.023721,2.9634865,2.806727
4861,4861, 07/22  14:00:00,23.3,165713.0242,27.3850781,25.44475247,23.89893048,10.609508,13.901096,6.238913033,6.099922,4861,23.3,180533.4995,29.83425116,40.02164484,42.20794026,16.893283,16.014132,2.95789325,2.80240975
4862,4862, 07/22  15:00:00,22.2,152574.5101,25.2138593,24.55821688,25.01395723,18.632002,11.26229,6.123929767,5.783545,4862,22.2,175184.5027,28.95029713,39.9908593,42.17432017,16.887832,16.025318,2.9556365,2.8036295
4863,4863, 07/22  16:00:00,21.1,159373.2331,26.33738934,25.25869757,23.9521704,10,15.606953,5.449299508,5.79196825,4863,21.1,173897.3825,28.73759275,39.83479805,42.11288556,16.965258,16.047593,2.96430425,2.80675875
4864,4864, 07/22  17:00:00,19.8,156421.3739,25.84957677,23.35987282,26.70890295,10.813004,20.109484,6.089985775,6.07239525,4864,19.8,172577.7256,28.51951147,39.86225637,42.04743539,16.940622,16.073626,2.967202,2.811257
4865,4865, 07/22  18:00:00,18.5,153184.5415,25.31467066,23.55018788,24.6637828,16.555996,13.17444,5.19618125,6.3625105,4865,18.5,171527.0189,28.34587584,39.71758405,41.9062186,17.011308,16.126416,2.97279425,2.81819675
4866,4866, 07/22  19:00:00,17.2,136150.6499,22.4997172,25.31463157,25.66435184,12.981034,15.718015,5.607110017,5.55929375,4866,17.2,151151.9441,24.97877167,37.02707367,39.04555618,18.060458,17.255928,3.093066,2.948322
4867,4867, 07/22  20:00:00,16.5,131509.1595,21.73268288,22.05430487,23.64277078,15.343014,10,5.693330267,5.64586825,4867,16.5,154145.8495,25.47353261,37.23092883,39.10326662,18.022065,17.23601,3.16065775,3.018937
4868,4868, 07/22  21:00:00,15.7,119229.7575,19.70343754,27.14881166,25.57396929,16.641236,13.635292,5.576102767,6.0114075,4868,15.7,145962.5178,24.12118764,37.08177713,38.95848353,18.049346,17.311844,3.154225,3.02571925
4869,4869, 07/22  22:00:00,15,122537.0451,20.24998678,26.22254559,31.29813793,14.923231,19.640631,6.073940025,5.76492825,4869,15,137909.0854,22.79030928,37.05828675,38.87695516,18.079286,17.342144,3.16335525,3.0326705
4870,4870, 07/22  23:00:00,14.6,123707.9542,20.44348658,23.37910593,22.18562654,19.281434,12.974465,5.719812508,6.191879,4870,14.6,138062.3128,22.81563103,37.03713073,38.8444897,18.080317,17.35996,3.1635265,3.037165
4871,4871, 07/23  00:00:00,14.3,120440.0229,19.90344121,24.33685339,28.3233131,12.377748,18.464761,5.637459767,6.10548425,4871,14.3,138074.1856,22.81759308,37.00422459,38.81523961,18.096405,17.37059,3.16597475,3.0390875
