,Unnamed: 0.1,Unnamed: 0,index,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly),WEST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly),EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly)
5095,5095,5095,20383,8/1/2022 8:00,16.7,127568.6876,21.0814961,23.63598461,22.71176049,16.787689,10,5.462265517,6.3466485
5096,5096,5096,20387,8/1/2022 9:00,17.8,151238.154,24.99301837,24.7098536,25.36668568,13.027028,15.001841,5.930438767,6.447484
5097,5097,5097,20391,8/1/2022 10:00,18.9,156734.9473,25.90139666,23.05226881,25.99098601,10,14.706728,6.238913033,5.77055525
5098,5098,5098,20395,8/1/2022 11:00,20,150688.8622,24.90224459,21.36627904,25.82900235,10,16.805994,5.729495025,6.3076095
5099,5099,5099,20399,8/1/2022 12:00,20,158675.7883,26.22213236,22.03142007,28.34968581,12.814363,15.129368,5.840025525,5.535748
5100,5100,5100,20403,8/1/2022 13:00,20,158766.8028,26.23717306,26.39921111,23.86472461,19.219211,10,6.044862775,6.14866075
5101,5101,5101,20407,8/1/2022 14:00,19.4,159728.1931,26.39604862,23.51579629,25.47023273,10,16.282826,6.235325275,5.8067975
5102,5102,5102,20411,8/1/2022 15:00,19.4,158966.2807,26.27013799,25.12574914,24.95391814,20.697557,10.11849,5.942291517,5.61961975
5103,5103,5103,20415,8/1/2022 16:00,18.9,159982.0893,26.43800648,25.77501239,22.81482223,12.460401,15.125426,5.739427008,6.367405
5104,5104,5104,20419,8/1/2022 17:00,18.9,156760.6055,25.90563683,21.98928888,24.19355386,10,17.172219,6.188581525,6.816262
5105,5105,5105,20423,8/1/2022 18:00,17.8,153112.7902,25.30281333,23.88353315,26.1313591,15.857,11.120159,5.904861258,6.564806
5106,5106,5106,20427,8/1/2022 19:00,16.7,131392.1034,21.71333865,26.40531166,22.0985574,16.937904,10,5.508806767,6.69566775
5107,5107,5107,20431,8/1/2022 20:00,16.1,127573.7331,21.08232989,21.72775284,24.45123573,10,17.713986,6.126420775,5.45079475
5108,5108,5108,20435,8/1/2022 21:00,15.6,124505.3781,20.5752657,21.99158399,24.6612818,16.534027,12.76511,5.971774017,6.1824175
5109,5109,5109,20439,8/1/2022 22:00,15,121437.4188,20.0682669,22.72845649,23.16846768,12.325359,16.998246,6.081872525,5.803899
5110,5110,5110,20443,8/1/2022 23:00,14.4,124676.7048,20.60357848,22.11261525,23.19231225,15.220063,14.110197,6.111107017,5.757434
5111,5111,5111,20447,8/2/2022 0:00,14.4,116209.1497,19.20426385,24.3734132,21.66623327,15.804811,16.100559,5.879753517,6.53452375
5112,5112,5112,20451,8/2/2022 1:00,13.9,92020.11504,15.20687978,22.14538757,27.58941775,12.809631,18.107297,5.596138258,5.12664975
5113,5113,5113,20455,8/2/2022 2:00,13.3,95328.3606,15.75358734,23.82105017,23.22714449,19.786634,10.421373,6.058219775,6.37813525
5114,5114,5114,20459,8/2/2022 3:00,13.3,84428.8,13.95236912,24.89439547,20.68557239,17.430824,18.51638,6.192518267,5.4804725
5115,5115,5115,20463,8/2/2022 4:00,12.8,95785.94702,15.82920626,22.42049291,22.17896177,14.719104,16.051541,5.812435525,5.48389975
5116,5116,5116,20467,8/2/2022 5:00,14.4,88084.60181,14.55651245,18.24096442,26.58126581,14.499422,22.748351,5.317129267,6.391462
5117,5117,5117,20471,8/2/2022 6:00,13.9,102451.8001,16.93077874,19.86467197,25.7932582,13.76099,17.043882,5.419669267,6.29638125
5118,5118,5118,20475,8/2/2022 7:00,16.7,121534.6398,20.08433325,22.97471372,24.50898485,20.541549,14.169033,5.758295517,6.0947665
5119,5119,5119,20479,8/2/2022 8:00,18.9,144188.4587,23.82801365,22.10684402,20.73352302,14.327848,10,5.678696267,6.18954725
5120,5120,5120,20483,8/2/2022 9:00,21.1,155413.0972,25.68295295,20.24641498,24.8070461,10,18.229154,5.952416775,6.61763775
5121,5121,5121,20487,8/2/2022 10:00,22.2,166409.9547,27.50025008,23.00329689,24.23136473,15.464213,10,5.830042017,6.17200825
5122,5122,5122,20491,8/2/2022 11:00,25.6,151009.3441,24.95520615,24.5504509,23.14866938,19.336294,13.183315,6.238913033,6.13564075
5123,5123,5123,20495,8/2/2022 12:00,26.7,167147.9598,27.62220987,23.08468762,25.44510085,14.187724,12.904986,5.937622267,6.34225475
5124,5124,5124,20499,8/2/2022 13:00,29.4,162337.1744,26.82719853,24.72822101,21.65594928,17.497688,11.142395,6.180089025,5.96878375
5125,5125,5125,20503,8/2/2022 14:00,27.8,161803.6706,26.7390338,28.35421686,22.68060527,20.981825,13.52002,5.894839767,6.6720765
5126,5126,5126,20507,8/2/2022 15:00,28.3,167490.5627,27.67882706,25.96548441,22.44577894,10.766467,14.072087,5.840146525,6.41534275
5127,5127,5127,20511,8/2/2022 16:00,25.6,167625.3608,27.70110327,22.04171274,22.76484461,11.473791,10,6.082264275,6.18273075
5128,5128,5128,20515,8/2/2022 17:00,23.3,155352.2491,25.67289744,28.07588654,20.6841651,18.02094,10,5.814054258,6.4665855
5129,5129,5129,20519,8/2/2022 18:00,22.2,157841.4619,26.08425488,23.62868125,25.71645805,12.528465,16.880373,6.233572525,5.53928025
5130,5130,5130,20523,8/2/2022 19:00,18.3,132272.027,21.85875134,21.99826182,25.30025,16.136726,15.238322,5.998107508,6.712724
5131,5131,5131,20527,8/2/2022 20:00,16.7,136306.1795,22.5254194,23.89959047,20.99389574,19.964714,13.299589,5.563127525,6.52935575
5132,5132,5132,20531,8/2/2022 21:00,16.1,131615.7528,21.75029807,22.97705375,22.57986981,14.95679,16.235574,5.819100267,6.42609325
5133,5133,5133,20535,8/2/2022 22:00,16.1,129889.396,21.46500717,23.32527075,26.75357204,17.907008,15.386802,5.546523258,5.55692325
5134,5134,5134,20539,8/2/2022 23:00,15.6,131302.3684,21.6985094,24.371346,21.83112338,12.902618,10.711122,5.343046267,5.9717805
5135,5135,5135,20543,8/3/2022 0:00,15,113420.4103,18.74340782,21.62768782,23.77484894,13.363113,17.339192,6.001783775,6.098378
5136,5136,5136,20547,8/3/2022 1:00,15,98558.02112,16.28730825,24.43000589,21.39198945,16.13769,10,5.2340635,5.50322625
5137,5137,5137,20551,8/3/2022 2:00,14.4,88207.52832,14.5768268,22.37350013,21.06939304,11.769643,17.410648,5.921999525,5.31641325
5138,5138,5138,20555,8/3/2022 3:00,14.4,94402.62559,15.60060404,20.99783166,27.09401991,12.058388,16.997403,5.706362258,5.95218975
5139,5139,5139,20559,8/3/2022 4:00,13.9,100700.3202,16.64133611,28.76629891,25.31979881,22.227758,11.620303,5.606353517,5.7945365
5140,5140,5140,20563,8/3/2022 5:00,14.4,98621.29081,16.29776394,24.44470588,24.51838426,10.889491,15.061352,5.539988258,5.39758075
5141,5141,5141,20567,8/3/2022 6:00,15.6,96317.27021,15.91701063,21.17928568,20.85729242,13.025232,11.859053,5.272970017,5.96491975
5142,5142,5142,20571,8/3/2022 7:00,18.9,126263.664,20.86583307,22.87352587,20.99429364,19.766387,10.831744,6.034845275,6.123476
5143,5143,5143,20575,8/3/2022 8:00,22.2,137077.9434,22.65295806,25.86089255,22.31984761,15.569355,17.228565,5.604690275,5.1280085
5144,5144,5144,20579,8/3/2022 9:00,22.8,163285.4541,26.98390747,26.53204547,24.15104384,14.494773,13.331072,5.036449517,6.2487355
5145,5145,5145,20583,8/3/2022 10:00,23.3,156395.373,25.84527996,23.35330608,23.13585895,13.973203,13.863587,5.999088025,6.64837975
5146,5146,5146,20587,8/3/2022 11:00,25.6,152485.5622,25.19916011,26.381307,21.14091401,17.395573,12.876277,5.797652767,6.0301265
5147,5147,5147,20591,8/3/2022 12:00,26.1,170360.8226,28.15315486,25.43507853,27.21963426,15.127042,13.357029,6.142229525,5.916569
5148,5148,5148,20595,8/3/2022 13:00,26.7,169937.9007,28.08326446,25.47062165,20.14636864,15.0755,11.061407,5.858737517,6.5397295
5149,5149,5149,20599,8/3/2022 14:00,26.1,159542.6995,26.36539468,25.92657464,25.84396176,10.399569,16.08296,5.799494267,5.72682575
5150,5150,5150,20603,8/3/2022 15:00,27.2,161629.4858,26.71024871,22.1629241,23.94974764,12.300397,13.149339,5.674540267,6.2344075
5151,5151,5151,20607,8/3/2022 16:00,25.6,155900.3036,25.76346676,23.79312248,24.33297998,17.875861,11.192073,5.40643575,5.4785675
5152,5152,5152,20611,8/3/2022 17:00,21.1,158416.8507,26.17934136,29.02187012,23.67874966,18.744148,11.914161,5.744918517,6.320869
5153,5153,5153,20615,8/3/2022 18:00,18.3,157165.4356,25.97253746,25.56081455,24.45534165,12.147101,16.815264,6.238913033,5.70390525
5154,5154,5154,20619,8/3/2022 19:00,16.7,137441.4141,22.71302378,20.91135298,23.87709527,15.737791,11.937503,5.866847767,6.01643975
5155,5155,5155,20623,8/3/2022 20:00,15.6,126271.4589,20.86712121,26.61096249,22.22685908,17.796464,12.498678,6.189326267,6.14766925
5156,5156,5156,20627,8/3/2022 21:00,14.4,121802.0721,20.12852806,24.44980689,24.84844463,18.970543,13.494482,5.559329775,5.251876
5157,5157,5157,20631,8/3/2022 22:00,14.4,122938.3862,20.31631082,22.00380028,24.24157188,11.6598,18.238067,5.949636017,6.14663275
5158,5158,5158,20635,8/3/2022 23:00,13.9,126225.188,20.85947468,21.83942155,29.74775972,13.033532,17.501186,6.044149267,6.00177475
5159,5159,5159,20639,8/4/2022 0:00,13.9,122645.9086,20.26797713,22.93154797,24.40552368,12.638522,14.121051,5.785835508,6.2925315
5160,5160,5160,20643,8/4/2022 1:00,13.9,91590.18187,15.13583073,24.9792281,19.48441439,18.727513,11.688342,5.864253017,6.35531925
5161,5161,5161,20647,8/4/2022 2:00,13.9,98672.95872,16.30630238,24.56019122,21.34867567,10,20.051319,5.792350758,6.403367
5162,5162,5162,20651,8/4/2022 3:00,13.3,92804.58665,15.33651845,19.56996048,22.71439356,11.488236,15.573954,5.470962767,5.69750825
5163,5163,5163,20655,8/4/2022 4:00,13.3,91733.13138,15.159454,24.63876293,24.30569255,13.538572,14.897386,5.486993017,6.1704425
5164,5164,5164,20659,8/4/2022 5:00,13.3,83207.02153,13.75046285,23.78320315,18.02670718,23.413447,10,5.246918,6.177633
5165,5165,5165,20663,8/4/2022 6:00,12.8,88666.99657,14.6527567,24.11433943,21.88793958,17.146987,12.51513,5.856854508,5.592872
5166,5166,5166,20667,8/4/2022 7:00,14.4,104443.2012,17.2598698,27.17513807,22.56235891,22.675845,16.462017,5.987415017,5.8854185
5167,5167,5167,20671,8/4/2022 8:00,16.7,122124.8245,20.18186484,24.47810769,25.46691104,16.581464,20.692737,6.230005025,5.18450025
5168,5168,5168,20675,8/4/2022 9:00,18.3,172488.3223,28.50473703,26.07244762,29.28995449,12.366283,15.344171,6.114094275,5.89406875
5169,5169,5169,20679,8/4/2022 10:00,19.4,169363.6836,27.98837161,26.47628386,22.78873099,16.17503,10.074214,5.75664125,6.727105
5170,5170,5170,20683,8/4/2022 11:00,20,162188.6182,26.80264872,23.28961038,27.39552194,10,15.3037,5.644137767,5.9072775
5171,5171,5171,20687,8/4/2022 12:00,21.1,159496.1656,26.35770467,20.97043218,27.15866917,10,17.326952,6.038386525,6.65869725
5172,5172,5172,20691,8/4/2022 13:00,23.3,163736.6265,27.05846645,22.22832799,22.52448248,15.27684,10,5.888104767,5.902752
5173,5173,5173,20695,8/4/2022 14:00,21.7,150405.8309,24.85547195,25.37987498,22.56480807,14.345129,16.05299,5.984847267,6.412271
5174,5174,5174,20699,8/4/2022 15:00,21.1,159413.0078,26.34396234,23.82284277,22.87373759,14.855997,10,6.108044517,4.93148025
5175,5175,5175,20703,8/4/2022 16:00,21.1,146091.7129,24.1425379,24.92623346,26.15991175,16.888539,14.894855,5.994632267,5.55474325
5176,5176,5176,20707,8/4/2022 17:00,20,162582.4513,26.86773202,23.81434309,23.747682,14.389574,13.778231,6.238913033,6.20488475
5177,5177,5177,20711,8/4/2022 18:00,18.9,154681.0682,25.56198074,23.27355542,24.14706148,16.569476,12.158513,6.238913033,6.608184
5178,5178,5178,20715,8/4/2022 19:00,17.2,132585.4794,21.91055125,25.41820176,23.82261832,16.72181,10.781135,5.820684517,6.55189275
5179,5179,5179,20719,8/4/2022 20:00,16.7,131177.589,21.67788886,22.33917131,24.29094482,10,13.316026,5.877305267,5.3805975
5180,5180,5180,20723,8/4/2022 21:00,16.1,126736.5673,20.94398319,27.39263103,22.60297908,20.028009,10,5.812503017,6.3544335
5181,5181,5181,20727,8/4/2022 22:00,15.6,123762.8785,20.45256317,28.81093194,21.12187052,14.468045,12.059835,5.463405517,5.865575
5182,5182,5182,20731,8/4/2022 23:00,15,120779.9689,19.95961933,23.8471769,27.79698585,13.552853,14.338229,6.072077267,5.27500475
5183,5183,5183,20735,8/5/2022 0:00,15,121906.5114,20.14578729,22.03963021,23.1228222,14.333709,10.625104,6.238913033,5.82151175
5184,5184,5184,20739,8/5/2022 1:00,15,85053.13762,14.05554468,28.21627428,22.46640036,23.756692,18.636605,5.877016767,5.3842135
5185,5185,5185,20743,8/5/2022 2:00,13.9,97953.65218,16.18743263,28.51376329,23.18917128,19.832898,15.941855,5.775238267,5.13062625
5186,5186,5186,20747,8/5/2022 3:00,14.4,90870.53404,15.01690458,22.90514625,21.56153709,14.371682,16.791892,6.008449517,5.7382155
5187,5187,5187,20751,8/5/2022 4:00,13.9,94014.67304,15.53649254,23.20297127,25.44513792,15.616372,16.583803,5.340094508,5.42365175
5188,5188,5188,20755,8/5/2022 5:00,13.9,90079.46015,14.88617484,24.84759033,20.6454326,16.8834,14.299583,5.466468267,5.885733
5189,5189,5189,20759,8/5/2022 6:00,13.9,89757.56691,14.83298004,21.49064209,25.09079887,16.359454,20.165171,6.238913033,4.74361475
5190,5190,5190,20763,8/5/2022 7:00,15.6,128281.0998,21.19922652,28.22709369,21.60869314,17.321207,10,5.827888775,5.885695
5191,5191,5191,20767,8/5/2022 8:00,16.1,108710.5384,17.96507305,22.47870039,22.57222449,13.885775,17.938973,5.975209267,5.43170275
5192,5192,5192,20771,8/5/2022 9:00,17.8,160037.7649,26.44720722,23.30329298,25.20127494,11.084996,14.707516,5.765675267,6.3911355
5193,5193,5193,20775,8/5/2022 10:00,17.8,153155.1057,25.30980622,26.04004733,25.97829662,17.247906,10.177067,6.133845275,5.73722725
5194,5194,5194,20779,8/5/2022 11:00,18.3,152350.1784,25.17678712,26.34311545,24.37534531,15.728179,16.733201,5.850735767,6.1756135
5195,5195,5195,20783,8/5/2022 12:00,20,159812.0272,26.40990271,24.42277198,28.45878892,13.842475,14.314946,6.145884775,5.730158
5196,5196,5196,20787,8/5/2022 13:00,20.6,153915.5241,25.43546996,22.80301518,23.19600447,14.815651,12.240604,6.201200775,6.02337675
5197,5197,5197,20791,8/5/2022 14:00,19.4,147721.1429,24.41181104,29.38892506,22.78338221,21.656561,13.498442,5.038731267,6.1722835
5198,5198,5198,20795,8/5/2022 15:00,18.3,162905.5202,26.9211211,22.87354634,27.99827432,11.71192,16.441436,5.932264775,5.75143775
5199,5199,5199,20799,8/5/2022 16:00,17.8,153380.9961,25.34713597,28.39169458,24.71108313,21.993074,13.570486,5.882815517,6.03528125
5200,5200,5200,20803,8/5/2022 17:00,16.7,158935.5083,26.26505266,25.20456619,20.89811071,15.219362,10,5.50682375,6.30733525
5201,5201,5201,20807,8/5/2022 18:00,15,143979.5871,23.79349635,21.17417307,28.04542627,10,20.166823,5.935120775,6.26511725
5202,5202,5202,20811,8/5/2022 19:00,15,123441.8985,20.39951927,22.45485275,27.14757399,12.744527,17.042834,5.798424525,5.39280775
5203,5203,5203,20815,8/5/2022 20:00,14.4,123685.0928,20.43970861,22.10724171,26.48311822,12.025213,15.389302,5.830090008,6.944542
5204,5204,5204,20819,8/5/2022 21:00,14.4,126418.3569,20.89139701,25.19150712,22.52890367,12.355787,14.416355,5.348626258,5.54472975
5205,5205,5205,20823,8/5/2022 22:00,14.4,117058.0617,19.34455169,26.03011869,24.03047992,17.633009,11.074318,5.05065675,5.510187
5206,5206,5206,20827,8/5/2022 23:00,13.9,118625.6049,19.60359766,23.76050596,23.15784229,12.957686,16.465781,6.046540267,5.90871075
5207,5207,5207,20831,8/6/2022 0:00,15,120973.1107,19.99153718,23.03011461,29.71827169,10.938526,22.019983,5.077357508,5.54077325
5208,5208,5208,20835,8/6/2022 1:00,13.9,94785.49588,15.66387566,21.95119221,26.95557248,19.035313,20.394882,6.238913033,6.60808875
5209,5209,5209,20839,8/6/2022 2:00,13.3,103998.3027,17.18634763,21.93024472,31.54326649,10,13.632896,6.112834267,5.08876775
5210,5210,5210,20843,8/6/2022 3:00,13.3,86954.04156,14.36968054,26.63157901,25.36463481,15.956521,13.399759,4.94458725,6.659392
5211,5211,5211,20847,8/6/2022 4:00,13.3,81477.55497,13.46465806,24.42189612,22.63016312,18.916707,15.265118,6.085521525,6.2481915
5212,5212,5212,20851,8/6/2022 5:00,12.2,88438.61644,14.61501551,21.17307472,23.05511573,18.165288,13.693092,5.658363508,5.970098
5213,5213,5213,20855,8/6/2022 6:00,13.3,97786.95821,16.15988544,23.45990634,21.94043119,22.884101,11.373683,5.202750767,6.70946575
5214,5214,5214,20859,8/6/2022 7:00,15.6,114755.5174,18.96404234,25.42396814,22.21684112,17.515791,16.182888,5.624251767,5.6442185
5215,5215,5215,20863,8/6/2022 8:00,17.2,124638.324,20.59723581,26.79043138,24.33235982,15.895272,20.401296,5.402123758,5.825873
5216,5216,5216,20867,8/6/2022 9:00,18.3,161550.2116,26.69714817,21.18020207,23.12860888,11.154758,15.530398,5.865388525,6.48529775
5217,5217,5217,20871,8/6/2022 10:00,18.9,155758.8887,25.74009708,22.72193977,21.89473939,14.684426,13.903986,5.466535517,6.65425225
5218,5218,5218,20875,8/6/2022 11:00,20.6,162614.7639,26.87307188,23.11138636,29.69527026,10.797261,16.229154,5.786084517,6.14744375
5219,5219,5219,20879,8/6/2022 12:00,21.7,164334.2709,27.15723079,26.20685865,24.86863722,16.722675,10,5.372022258,6.66671675
5220,5220,5220,20883,8/6/2022 13:00,21.7,158688.7406,26.22427281,24.61737834,21.62235355,14.351304,12.1596,6.089739025,6.2004425
5221,5221,5221,20887,8/6/2022 14:00,22.2,154196.0454,25.48182779,23.85233729,22.02947753,14.48916,14.093,5.323948008,6.2575785
5222,5222,5222,20891,8/6/2022 15:00,21.1,159843.2481,26.41506214,21.54113859,26.02569531,12.684277,13.496444,6.189645525,6.076873
5223,5223,5223,20895,8/6/2022 16:00,18.9,150947.2875,24.94495093,24.09619685,20.39430637,15.244653,10,6.182630525,5.402024
5224,5224,5224,20899,8/6/2022 17:00,17.2,147797.3215,24.42440003,22.72676073,24.76450743,10,19.263169,6.149347517,6.39631
5225,5225,5225,20903,8/6/2022 18:00,15.6,143813.3662,23.76602735,24.89960297,24.45022415,18.514352,10,5.1270755,5.73513925
5226,5226,5226,20907,8/6/2022 19:00,15,120536.0404,19.91930867,28.64857482,23.97775295,14.117748,15.119563,5.717747267,5.931066
5227,5227,5227,20911,8/6/2022 20:00,15,120511.0463,19.91517825,25.14983772,24.9549191,16.086842,15.347814,5.386239017,6.04516125
5228,5228,5228,20915,8/6/2022 21:00,15,127599.9489,21.08666221,25.30501224,25.26843685,16.693541,14.334982,6.177252767,5.97489975
5229,5229,5229,20919,8/6/2022 22:00,14.4,117432.1696,19.40637527,24.04001319,26.71022413,13.408413,16.534778,6.029134025,5.8583955
5230,5230,5230,20923,8/6/2022 23:00,14.4,120179.6464,19.86041241,24.12633126,27.11416598,13.162182,16.776716,5.229659758,5.98032925
5231,5231,5231,20927,8/7/2022 0:00,13.9,123434.7389,20.3983361,27.38140256,22.66811614,14.672111,11.484579,5.704788267,6.47964375
5232,5232,5232,20931,8/7/2022 1:00,13.3,89314.05932,14.75968773,22.4786517,25.41695035,11.457191,16.68918,5.883780517,5.01084075
5233,5233,5233,20935,8/7/2022 2:00,13.3,94950.1471,15.69108527,20.80874183,20.91952834,18.168989,11.574771,5.583161258,6.198335
5234,5234,5234,20939,8/7/2022 3:00,12.8,83808.3511,13.84983619,20.48151971,21.12630609,14.725628,15.965702,5.952141775,6.6920675
5235,5235,5235,20943,8/7/2022 4:00,12.2,82596.68704,13.64960139,18.10019668,22.27586965,12.994407,16.115773,5.512372258,5.5033375
5236,5236,5236,20947,8/7/2022 5:00,11.7,83605.23825,13.81627057,21.26589121,21.37858522,13.847417,16.926868,5.285987508,6.2252885
5237,5237,5237,20951,8/7/2022 6:00,12.8,92112.31396,15.22211621,18.27614754,22.68880582,12.04164,17.710377,5.896773767,5.67803325
5238,5238,5238,20955,8/7/2022 7:00,15,123413.2174,20.39477955,20.84087244,25.73158258,11.104299,13.93081,5.722861508,6.013169
5239,5239,5239,20959,8/7/2022 8:00,16.7,117677.0422,19.44684195,22.3272396,23.90728872,18.070554,13.205202,5.974466775,6.61144775
5240,5240,5240,20963,8/7/2022 9:00,18.3,157057.2524,25.95465953,24.17263879,23.68886935,13.259453,12.394252,5.861198017,6.130598
5241,5241,5241,20967,8/7/2022 10:00,19.4,158311.3706,26.16191014,22.68418605,22.97424663,10.991142,13.310844,6.177819775,6.42903825
5242,5242,5242,20971,8/7/2022 11:00,19.4,155645.1932,25.72130822,20.59899924,24.49434859,12.078993,11.674682,6.161032025,5.84116175
5243,5243,5243,20975,8/7/2022 12:00,20,146434.5669,24.19919659,24.63127523,22.81829414,18.165671,13.629431,5.723501025,6.46445025
5244,5244,5244,20979,8/7/2022 13:00,20.6,162268.6312,26.81587135,25.1029926,22.92942186,17.152325,11.042111,6.202657017,6.419796
5245,5245,5245,20983,8/7/2022 14:00,20.6,149286.6236,24.67051619,25.51939831,22.54080244,17.034633,14.714783,5.784054775,5.5982635
5246,5246,5246,20987,8/7/2022 15:00,20.6,161060.0595,26.61614758,24.89717019,23.35600533,18.647662,10,6.238913033,6.32577525
5247,5247,5247,20991,8/7/2022 16:00,19.4,150751.5567,24.91260523,27.1324467,25.45599298,18.982338,12.155903,5.736461025,5.8649915
5248,5248,5248,20995,8/7/2022 17:00,18.9,158947.8936,26.26709941,25.46296832,22.08740796,15.552893,10,6.184542267,6.26301575
5249,5249,5249,20999,8/7/2022 18:00,17.8,150474.9866,24.86690036,24.57070743,24.15541992,13.511234,13.261621,6.238913033,6.64829425
5250,5250,5250,21003,8/7/2022 19:00,16.1,128881.449,21.29843785,24.59725197,20.57479521,16.389716,10.392256,5.966007025,5.91279075
5251,5251,5251,21007,8/7/2022 20:00,15.6,123446.066,20.40020798,22.89601419,23.09799641,11.649401,17.498889,5.545919775,5.54351
5252,5252,5252,21011,8/7/2022 21:00,15,118038.0487,19.50650046,25.13307549,28.00161764,20.910948,15.768962,6.110671767,6.4993485
5253,5253,5253,21015,8/7/2022 22:00,14.4,121366.2198,20.05650084,24.36413711,23.23570822,16.62717,13.920817,5.655128267,6.16051975
5254,5254,5254,21019,8/7/2022 23:00,13.3,110468.5057,18.25558777,23.60265,22.86515154,18.809231,14.737367,6.077146517,5.946016
5255,5255,5255,21023,8/8/2022 0:00,14.4,121201.9899,20.02936084,23.82753004,23.28384793,12.892789,13.234675,6.073389025,6.38173875
5256,5256,5256,21027,8/8/2022 1:00,13.3,85553.07029,14.13816158,22.28721902,25.99864704,16.008477,18.825521,6.064879025,5.7694685
5257,5257,5257,21031,8/8/2022 2:00,13.3,92526.06244,15.29049064,24.79287093,21.06402743,18.809055,12.354358,5.355460267,6.38273225
5258,5258,5258,21035,8/8/2022 3:00,13.3,85505.15548,14.13024336,21.99270266,23.9467679,14.503348,16.952451,6.139427275,6.315673
5259,5259,5259,21039,8/8/2022 4:00,13.3,87284.36322,14.42426819,22.4403263,21.72040797,18.021039,16.204911,6.238913033,5.99966025
5260,5260,5260,21043,8/8/2022 5:00,13.9,92860.89311,15.34582343,24.35010526,26.13083401,19.933971,16.654704,5.727088775,5.83063175
5261,5261,5261,21047,8/8/2022 6:00,12.8,92510.76308,15.28796233,24.87311344,20.8919385,22.249911,13.206127,6.014456775,6.18918225
5262,5262,5262,21051,8/8/2022 7:00,14.4,119112.8664,19.68412058,25.98289268,23.06178149,13.052101,19.371621,5.363910508,5.20743075
5263,5263,5263,21055,8/8/2022 8:00,16.7,118735.5206,19.6217619,23.77278776,27.09786635,14.791934,17.047897,5.920772767,5.7992625
5264,5264,5264,21059,8/8/2022 9:00,18.3,157782.7494,26.07455229,22.80574279,23.18481645,13.348052,11.553001,6.238913033,6.35458425
5265,5265,5265,21063,8/8/2022 10:00,20,151891.297,25.10095421,24.27573996,23.20793439,13.866293,12.822693,5.847391517,5.54554975
5266,5266,5266,21067,8/8/2022 11:00,20.6,160006.4704,26.44203562,20.56840415,28.80790394,11.361819,16.284068,6.017590017,6.04661
5267,5267,5267,21071,8/8/2022 12:00,21.7,161303.0987,26.65631127,26.48182043,27.07057768,16.00143,10.732272,5.418795267,6.38807325
5268,5268,5268,21075,8/8/2022 13:00,25,160522.5489,26.52732071,26.86756603,23.46729901,15.904694,11.970198,5.995212758,6.00909875
5269,5269,5269,21079,8/8/2022 14:00,23.9,163244.0558,26.97706615,23.03883068,23.59322798,10,13.692385,5.702568758,5.9390335
5270,5270,5270,21083,8/8/2022 15:00,23.3,155479.4978,25.69392606,22.66789045,23.61719574,16.438203,10.793773,5.524950517,6.1341385
5271,5271,5271,21087,8/8/2022 16:00,22.8,159354.0313,26.33421611,21.80798574,22.75531451,11.421241,10,6.238913033,6.614934
5272,5272,5272,21091,8/8/2022 17:00,22.2,155017.9296,25.61764912,22.99437405,24.11865675,13.20936,10.400449,5.835280267,6.01053475
5273,5273,5273,21095,8/8/2022 18:00,21.1,146811.0857,24.26141861,25.28816011,24.1977111,15.960573,13.741077,6.132395275,5.91145825
5274,5274,5274,21099,8/8/2022 19:00,18.9,128434.254,21.22453616,26.28695184,23.8540884,18.001343,16.871925,5.784161775,5.55554425
5275,5275,5275,21103,8/8/2022 20:00,17.2,132706.3503,21.93052589,22.73874638,28.0728762,12.367282,18.227807,5.506429267,5.90261025
5276,5276,5276,21107,8/8/2022 21:00,16.1,133703.588,22.09532544,22.04830922,25.26335718,15.786691,10.440278,6.163168525,5.657023
5277,5277,5277,21111,8/8/2022 22:00,15,116008.8461,19.17116248,27.38219396,22.42119983,19.275486,16.525498,6.006603025,5.91119725
5278,5278,5278,21115,8/8/2022 23:00,14.4,128154.1993,21.17825544,20.75967649,24.25651469,10,14.394084,6.156604025,5.9231135
5279,5279,5279,21119,8/9/2022 0:00,13.9,112430.0827,18.57975021,23.77950594,26.72045527,12.114009,20.58945,5.31961825,6.72759575
5280,5280,5280,21123,8/9/2022 1:00,13.9,94332.96779,15.58909267,21.39874379,20.44148078,16.523763,10.659793,5.992127267,6.29855225
5281,5281,5281,21127,8/9/2022 2:00,13.3,88439.78171,14.61520807,21.90687594,25.60485982,12.934766,17.601542,6.077210267,5.31979875
5282,5282,5282,21131,8/9/2022 3:00,13.9,94804.01514,15.66693609,21.12687458,21.05251812,12.894809,12.545699,5.635480517,5.6969275
5283,5283,5283,21135,8/9/2022 4:00,13.3,84043.22535,13.88865058,24.00820209,23.85820445,21.161404,15.160156,5.582611017,6.056873
5284,5284,5284,21139,8/9/2022 5:00,13.9,96108.22775,15.8824651,25.62461789,21.11452647,18.175917,14.916693,6.238913033,5.61605425
